Canal,Estado Reserva,Fecha,Id Reserva,Pais,Regimen Pension,Segmento,Tipo Deposito,Tipo Hab Asignada,Tipo Hab Reservada,Adr,Adultos,Antelacion Reserva,Bebes,Cancelado,fACTURACION,Niños,Noches Finde,Noches Semana,Parking,Tasa de Cancelacion,Vuelve
TA/TO,Check-Out,08/07/2017,15745,IRL,BB,Online TA,No Deposit,A,A,99,2,244,0,0,693,0,2,5,0,0,0
TA/TO,Check-Out,10/09/2016,19255,IRL,BB,Online TA,No Deposit,A,A,81,2,247,0,0,567,0,2,5,0,0,0
TA/TO,Check-Out,03/08/2016,15129,IRL,BB,Online TA,No Deposit,A,A,128,2,301,0,0,896,0,2,5,0,0,0
TA/TO,Check-Out,03/08/2016,16184,IRL,BB,Online TA,No Deposit,A,A,128,2,301,0,0,896,0,2,5,0,0,0
TA/TO,Check-Out,10/06/2017,11743,IRL,BB,Online TA,No Deposit,A,A,74.25,2,319,0,0,519.75,0,2,5,0,0,0
TA/TO,Check-Out,10/06/2017,15692,IRL,BB,Online TA,No Deposit,A,A,74.25,2,319,0,0,519.75,0,2,5,0,0,0
TA/TO,Check-Out,10/06/2017,17738,IRL,BB,Online TA,No Deposit,A,A,76.25,2,319,0,0,533.75,0,2,5,0,0,0
TA/TO,Check-Out,10/06/2017,3802,IRL,BB,Online TA,No Deposit,A,A,74.25,2,320,0,0,519.75,0,2,5,0,0,0
TA/TO,Check-Out,10/06/2017,13717,IRL,BB,Online TA,No Deposit,A,A,74.25,2,320,0,0,519.75,0,2,5,0,0,0
TA/TO,Check-Out,10/06/2017,3801,IRL,BB,Online TA,No Deposit,A,A,76.25,2,320,0,0,533.75,0,2,5,0,0,0
TA/TO,Check-Out,12/07/2017,9867,IRL,BB,Online TA,No Deposit,A,A,106.24,2,327,0,0,743.68,0,2,5,0,0,0
TA/TO,Check-Out,26/08/2016,3335,LUX,BB,Online TA,No Deposit,A,A,127.71,2,237,0,0,893.97,0,2,5,0,0,0
TA/TO,Check-Out,12/11/2016,5413,NLD,BB,Online TA,No Deposit,A,A,37.8,2,34,0,0,264.6,0,2,5,0,0,0
TA/TO,Check-Out,24/01/2017,1675,NLD,BB,Online TA,No Deposit,A,A,42,2,57,0,0,294,0,2,5,0,0,0
TA/TO,Check-Out,23/12/2016,15396,NLD,BB,Online TA,No Deposit,A,A,42,2,94,0,0,294,0,2,5,0,0,0
TA/TO,Check-Out,03/04/2017,9686,NLD,BB,Online TA,No Deposit,A,A,47.14,2,122,0,0,329.98,0,2,5,0,0,0
TA/TO,Check-Out,25/05/2016,8177,NLD,BB,Online TA,No Deposit,A,A,46.98,2,191,0,0,328.86,0,2,5,0,0,0
TA/TO,Check-Out,17/06/2017,19747,NOR,BB,Online TA,No Deposit,A,A,80.47,2,159,0,0,563.29,0,2,5,0,0,0
TA/TO,Check-Out,28/07/2016,7198,PLW,BB,Online TA,No Deposit,A,A,136.29,2,169,0,0,954.03,0,2,5,0,0,0
TA/TO,Check-Out,17/03/2016,3076,POL,BB,Online TA,No Deposit,A,A,48,2,36,0,0,336,0,2,5,0,0,0
TA/TO,Check-Out,07/11/2016,13364,POL,BB,Online TA,No Deposit,A,A,37.8,2,70,0,0,264.6,0,2,5,0,0,0
TA/TO,Check-Out,13/04/2016,7031,PRT,BB,Online TA,No Deposit,A,A,65,2,1,0,0,455,0,2,5,0,0,0
TA/TO,Check-Out,23/07/2016,15109,PRT,BB,Online TA,No Deposit,A,A,160.43,2,1,0,0,1123.01,0,2,5,0,0,0
TA/TO,Check-Out,20/08/2016,3323,PRT,BB,Online TA,No Deposit,A,A,214.71,2,7,0,0,1502.97,0,2,5,0,0,0
TA/TO,Check-Out,29/08/2017,11871,PRT,BB,Online TA,No Deposit,A,A,210,2,9,0,0,1470,0,2,5,0,0,0
TA/TO,Check-Out,20/01/2016,6877,PRT,BB,Online TA,No Deposit,A,A,48,2,16,0,0,336,0,2,5,0,0,0
TA/TO,Check-Out,31/07/2016,5229,PRT,BB,Online TA,No Deposit,A,A,209,2,17,0,0,1463,0,2,5,0,0,0
TA/TO,Check-Out,13/08/2016,13218,PRT,BB,Online TA,No Deposit,A,A,251.07,2,17,0,0,1757.49,0,2,5,0,0,0
TA/TO,Check-Out,28/01/2017,13484,PRT,BB,Online TA,No Deposit,A,A,33.6,2,43,0,0,235.2,0,2,5,0,0,0
TA/TO,Check-Out,22/08/2016,3328,PRT,BB,Online TA,No Deposit,A,A,191,2,91,0,0,1337,0,2,5,0,0,0
TA/TO,Check-Out,28/12/2015,6060,PRT,BB,Online TA,No Deposit,A,A,24.95,2,119,0,0,174.65,0,2,5,0,0,0
TA/TO,Check-Out,27/07/2016,11252,PRT,BB,Online TA,No Deposit,A,A,162,2,127,0,0,1134,0,2,5,0,0,0
TA/TO,Check-Out,18/07/2017,9858,PRT,BB,Online TA,No Deposit,A,A,160.71,2,131,0,0,1124.97,0,2,5,0,0,0
TA/TO,Check-Out,10/08/2016,5246,PRT,BB,Online TA,No Deposit,A,A,128,2,141,0,0,896,0,2,5,0,0,0
TA/TO,Check-Out,29/08/2015,10776,PRT,BB,Online TA,No Deposit,A,A,120.6,2,152,0,0,844.2,0,2,5,0,0,0
TA/TO,Check-Out,15/08/2016,1397,PRT,BB,Online TA,No Deposit,A,A,126,2,208,0,0,882,0,2,5,0,0,0
TA/TO,Check-Out,17/08/2016,17217,PRT,BB,Online TA,No Deposit,A,A,126,2,214,0,0,882,0,2,5,0,0,0
TA/TO,Check-Out,09/07/2016,10285,PRT,BB,Online TA,No Deposit,A,A,81,2,236,0,0,567,0,2,5,0,0,0
TA/TO,Check-Out,20/03/2016,11059,PRT,BB,Online TA,No Deposit,A,A,23.7,2,270,0,0,165.9,0,2,5,0,0,0
TA/TO,Check-Out,06/08/2017,3901,PRT,BB,Online TA,No Deposit,A,A,138.38,2,300,0,0,968.66,0,2,5,0,0,0
TA/TO,Check-Out,25/07/2017,1955,ROU,BB,Online TA,No Deposit,A,A,114.95,2,172,0,0,804.65,0,2,5,0,0,0
TA/TO,Check-Out,26/11/2016,1580,SWE,BB,Online TA,No Deposit,A,A,30.24,2,52,0,0,211.68,0,2,5,0,0,0
TA/TO,Check-Out,09/07/2017,19775,DEU,BB,Online TA,No Deposit,A,A,103.75,2,270,0,0,830,0,2,6,0,0,0
TA/TO,Check-Out,02/04/2016,12990,ESP,BB,Online TA,No Deposit,A,A,50.17,2,129,0,0,401.36,0,2,6,0,0,0
TA/TO,Check-Out,15/04/2016,19022,GBR,BB,Online TA,No Deposit,A,A,65,2,6,0,0,520,0,2,6,0,0,0
TA/TO,Check-Out,26/03/2016,2248,GBR,BB,Online TA,No Deposit,A,A,40.68,2,157,0,0,325.44,0,2,6,0,0,0
TA/TO,Check-Out,25/05/2016,17096,GBR,BB,Online TA,No Deposit,A,A,52.2,2,165,0,0,417.6,0,2,6,0,0,0
TA/TO,Check-Out,23/04/2017,13640,IND,BB,Online TA,No Deposit,A,A,63.13,2,76,0,0,505.04,0,2,6,0,0,0
TA/TO,Check-Out,12/07/2017,1929,IRL,BB,Online TA,No Deposit,A,A,127.5,2,159,0,0,1020,0,2,6,0,0,0
TA/TO,Check-Out,23/06/2017,19754,IRL,BB,Online TA,No Deposit,A,A,80.95,2,163,0,0,647.6,0,2,6,0,0,0
TA/TO,Check-Out,28/05/2016,6175,IRL,BB,Online TA,No Deposit,A,A,50.02,2,193,0,0,400.16,0,2,6,0,0,0
TA/TO,Check-Out,02/06/2016,19115,IRL,BB,Online TA,No Deposit,A,A,55.28,2,193,0,0,442.24,0,2,6,0,0,0
TA/TO,Check-Out,25/06/2017,5776,ITA,BB,Online TA,No Deposit,A,A,142.5,2,23,0,0,1140,0,2,6,0,0,0
TA/TO,Check-Out,09/07/2017,15747,PRT,BB,Online TA,No Deposit,A,A,110,2,185,0,0,880,0,2,6,0,0,0
TA/TO,Check-Out,09/09/2015,14663,PRT,BB,Online TA,No Deposit,A,A,123,2,208,0,0,984,0,2,6,0,0,0
TA/TO,Check-Out,29/07/2017,17817,RUS,BB,Online TA,No Deposit,A,A,138.38,2,345,0,0,1107.04,0,2,6,0,0,0
TA/TO,Check-Out,26/05/2016,3201,BEL,BB,Online TA,No Deposit,A,A,52.2,2,154,0,0,469.8,0,2,7,0,0,0
TA/TO,Check-Out,28/07/2016,13185,CHE,BB,Online TA,No Deposit,A,A,160,2,158,0,0,1440,0,2,7,0,0,0
TA/TO,Check-Out,31/03/2016,14954,GBR,BB,Online TA,No Deposit,A,A,45.6,2,126,0,0,410.4,0,2,7,0,0,0
TA/TO,Check-Out,08/09/2016,5301,GBR,BB,Online TA,No Deposit,A,A,72.72,2,210,0,0,654.48,0,2,7,0,0,0
TA/TO,Check-Out,26/06/2016,8211,GBR,BB,Online TA,No Deposit,A,A,72,2,246,0,0,648,0,2,7,0,0,0
TA/TO,Check-Out,04/06/2017,17729,GBR,BB,Online TA,No Deposit,A,A,62.75,2,330,0,0,564.75,0,2,7,0,0,0
TA/TO,Check-Out,04/06/2017,3793,GBR,BB,Online TA,No Deposit,A,A,62.75,2,335,0,0,564.75,0,2,7,0,0,0
TA/TO,Check-Out,26/05/2016,9146,IRL,BB,Online TA,No Deposit,A,A,52.2,2,143,0,0,469.8,0,2,7,0,0,0
TA/TO,Check-Out,27/05/2017,1856,NOR,BB,Online TA,No Deposit,A,A,79.11,2,11,0,0,711.99,0,2,7,0,0,0
TA/TO,Check-Out,13/08/2017,7841,FRA,BB,Online TA,No Deposit,A,A,169,2,188,0,0,1690,0,2,8,0,0,0
TA/TO,Check-Out,02/07/2016,9191,GBR,BB,Online TA,No Deposit,A,A,109.1,2,128,0,0,1091,0,2,8,0,0,0
TA/TO,Check-Out,08/07/2016,6213,GBR,BB,Online TA,No Deposit,A,A,60.29,2,237,0,0,602.9,0,2,8,0,0,0
TA/TO,Check-Out,15/05/2016,13075,IRL,BB,Online TA,No Deposit,A,A,60.44,2,117,0,0,604.4,0,2,8,0,0,0
TA/TO,Check-Out,09/06/2017,7742,IRL,BB,Online TA,No Deposit,A,A,82.1,2,295,0,0,821,0,2,8,0,0,0
TA/TO,Check-Out,03/12/2016,15366,NLD,BB,Online TA,No Deposit,A,A,37.8,2,62,0,0,378,0,2,8,0,0,0
TA/TO,Check-Out,11/06/2016,19130,PRT,BB,Online TA,No Deposit,A,A,72,2,146,0,0,720,0,2,8,0,0,0
TA/TO,Check-Out,06/08/2017,13810,IRL,BB,Online TA,No Deposit,A,A,158.16,2,191,0,0,1739.76,0,2,9,0,0,0
TA/TO,Check-Out,27/10/2015,2146,ESP,BB,Online TA,No Deposit,A,A,36.9,2,75,0,0,295.2,0,3,5,0,0,0
TA/TO,Check-Out,29/03/2016,9036,GBR,BB,Online TA,No Deposit,A,A,39.3,2,70,0,0,314.4,0,3,5,0,0,0
TA/TO,Check-Out,01/08/2017,17828,PRT,BB,Online TA,No Deposit,A,A,140.38,2,276,0,0,1123.04,0,3,5,0,0,0
TA/TO,Check-Out,27/07/2016,13182,AUT,BB,Online TA,No Deposit,A,A,165.56,2,85,0,0,1490.04,0,3,6,0,0,0
TA/TO,Check-Out,26/07/2017,13790,BRA,BB,Online TA,No Deposit,A,A,168.89,2,128,0,0,1520.01,0,3,6,0,0,0
TA/TO,Check-Out,12/07/2017,7793,IRL,BB,Online TA,No Deposit,A,A,104.25,2,266,0,0,938.25,0,3,6,0,0,0
TA/TO,Check-Out,31/10/2016,15287,RUS,BB,Online TA,No Deposit,A,A,58.22,2,115,0,0,523.98,0,3,6,0,0,0
TA/TO,Check-Out,18/07/2016,3273,BEL,BB,Online TA,No Deposit,A,A,149.2,2,126,0,0,1492,0,3,7,0,0,0
TA/TO,Check-Out,21/01/2016,16868,FIN,BB,Online TA,No Deposit,A,A,38.96,2,11,0,0,389.6,0,3,7,0,0,0
TA/TO,Check-Out,18/01/2016,6873,GBR,BB,Online TA,No Deposit,A,A,48,2,38,0,0,480,0,3,7,0,0,0
TA/TO,Check-Out,10/07/2017,19782,GBR,BB,Online TA,No Deposit,A,A,79.2,2,177,0,0,792,0,3,7,0,0,0
TA/TO,Check-Out,02/01/2017,3550,GBR,BB,Online TA,No Deposit,A,A,55.06,2,178,0,0,550.6,0,3,7,0,0,0
TA/TO,Check-Out,25/07/2016,11249,IRL,BB,Online TA,No Deposit,A,A,138.01,2,185,0,0,1380.1,0,3,7,0,0,0
TA/TO,Check-Out,01/09/2016,17244,PRT,BB,Online TA,No Deposit,A,A,146.4,2,3,0,0,1464,0,3,7,0,0,0
TA/TO,Check-Out,20/08/2015,4739,PRT,BB,Online TA,No Deposit,A,A,120.6,2,139,0,0,1206,0,3,7,0,0,0
TA/TO,Check-Out,20/07/2017,1946,ROU,BB,Online TA,No Deposit,A,A,165.8,2,184,0,0,1658,0,3,7,0,0,0
TA/TO,Check-Out,27/05/2016,2314,DEU,BB,Online TA,No Deposit,A,A,46.98,2,201,0,0,516.78,0,3,8,0,0,0
TA/TO,Check-Out,14/11/2016,3467,PRT,BB,Online TA,No Deposit,A,A,37.8,2,41,0,0,453.6,0,3,9,0,0,0
TA/TO,Check-Out,28/03/2017,19628,DEU,BB,Online TA,No Deposit,A,A,29.11,2,152,0,0,261.99,0,4,5,0,0,0
TA/TO,Check-Out,22/09/2015,12716,IRL,BB,Online TA,No Deposit,A,A,76.67,2,107,0,0,690.03,0,4,5,0,0,0
TA/TO,Check-Out,13/09/2016,13278,IRL,BB,Online TA,No Deposit,A,A,121,2,195,0,0,1089,0,4,5,0,0,0
TA/TO,Check-Out,16/05/2017,5725,IRL,BB,Online TA,No Deposit,A,A,54,2,250,0,0,486,0,4,5,0,0,0
TA/TO,Check-Out,14/02/2017,3614,PRT,BB,Online TA,No Deposit,A,A,33.88,2,63,0,0,304.92,0,4,5,0,0,0
TA/TO,Check-Out,11/01/2017,5512,GBR,BB,Online TA,No Deposit,A,A,39.76,2,20,0,0,397.6,0,4,6,0,0,0
TA/TO,Check-Out,14/10/2015,5993,IRL,BB,Online TA,No Deposit,A,A,60.4,2,75,0,0,604,0,4,6,0,0,0
TA/TO,Check-Out,24/05/2016,3198,IRL,BB,Online TA,No Deposit,A,A,64,2,119,0,0,640,0,4,6,0,0,0
TA/TO,Check-Out,26/07/2017,15777,IRL,BB,Online TA,No Deposit,A,A,162,2,166,0,0,1620,0,4,6,0,0,0
TA/TO,Check-Out,30/05/2017,1863,IRL,BB,Online TA,No Deposit,A,A,54,2,319,0,0,540,0,4,6,0,0,0
TA/TO,Check-Out,02/08/2016,3293,PRT,BB,Online TA,No Deposit,A,A,128,2,193,0,0,1280,0,4,6,0,0,0
TA/TO,Check-Out,08/03/2017,13549,GBR,BB,Online TA,No Deposit,A,A,48.27,2,105,0,0,530.97,0,4,7,0,0,0
TA/TO,Check-Out,28/06/2017,13749,GBR,BB,Online TA,No Deposit,A,A,74.25,2,325,0,0,816.75,0,4,7,0,0,0
TA/TO,Check-Out,03/08/2016,7209,IRL,BB,Online TA,No Deposit,A,A,126,2,191,0,0,1386,0,4,7,0,0,0
TA/TO,Check-Out,26/01/2017,7491,PRT,BB,Online TA,No Deposit,A,A,37.8,2,35,0,0,453.6,0,4,8,0,0,0
TA/TO,Check-Out,04/07/2017,7780,GBR,BB,Online TA,No Deposit,A,A,78.23,2,227,0,0,1016.99,0,4,9,0,0,0
TA/TO,Check-Out,20/06/2016,13130,BEL,BB,Online TA,No Deposit,A,A,72,2,186,0,0,1008,0,4,10,0,0,0
TA/TO,Check-Out,12/08/2016,17210,BEL,BB,Online TA,No Deposit,A,A,126,2,230,0,0,1764,0,4,10,0,0,0
TA/TO,Check-Out,09/08/2017,5844,CHE,BB,Online TA,No Deposit,A,A,160.84,2,220,0,0,2251.76,0,4,10,0,0,0
TA/TO,Check-Out,08/07/2016,6211,GBR,BB,Online TA,No Deposit,A,A,76.5,2,232,0,0,1071,0,4,10,0,0,0
TA/TO,Check-Out,15/03/2017,19607,IRL,BB,Online TA,No Deposit,A,A,37.8,2,226,0,0,529.2,0,4,10,0,0,0
TA/TO,Check-Out,10/09/2016,11315,IRL,BB,Online TA,No Deposit,A,A,93.93,2,231,0,0,1315.02,0,4,10,0,0,0
TA/TO,Check-Out,07/03/2017,7565,GBR,BB,Online TA,No Deposit,A,A,28.79,2,71,0,0,1612.24,0,16,40,0,0,0
TA/TO,Check-Out,06/06/2016,19124,PRT,BB,Online TA,No Deposit,B,A,0,2,143,0,0,0,0,0,0,0,0,0
TA/TO,Check-Out,13/03/2016,12948,ESP,BB,Online TA,No Deposit,B,A,58,2,1,0,0,58,0,0,1,0,0,0
TA/TO,Check-Out,11/09/2016,19260,PRT,BB,Online TA,No Deposit,B,A,159,2,3,0,0,159,0,0,1,0,0,0
TA/TO,Check-Out,13/05/2017,7686,ROU,BB,Online TA,No Deposit,B,A,85,2,4,0,0,85,0,0,1,0,0,0
TA/TO,Check-Out,15/04/2017,5679,BRA,BB,Online TA,No Deposit,B,A,127,2,28,0,0,254,0,0,2,0,0,0
TA/TO,Check-Out,01/06/2017,3787,PRT,BB,Online TA,No Deposit,B,A,90,2,1,0,0,180,0,0,2,0,0,0
TA/TO,Check-Out,28/08/2016,17236,ESP,BB,Online TA,No Deposit,B,A,201,2,57,0,0,603,0,0,3,0,0,0
TA/TO,Check-Out,07/05/2017,17671,FRA,BB,Online TA,No Deposit,B,A,82.17,2,191,0,0,246.51,0,0,3,0,0,0
TA/TO,Check-Out,10/08/2017,1984,CN,BB,Online TA,No Deposit,B,A,140.6,2,180,0,0,421.8,0,1,2,0,0,0
TA/TO,Check-Out,28/03/2016,7000,PRT,BB,Online TA,No Deposit,B,A,86,2,3,0,0,258,0,1,2,0,0,0
TA/TO,Check-Out,17/09/2015,12711,GBR,BB,Online TA,No Deposit,B,A,54.84,2,116,0,0,274.2,0,2,3,0,0,0
TA/TO,Check-Out,17/09/2015,5975,PRT,BB,Online TA,No Deposit,C,A,0,2,1,0,0,0,0,0,0,0,0,0
TA/TO,Check-Out,20/08/2016,7240,CHN,BB,Online TA,No Deposit,C,A,140,2,7,0,0,140,0,0,1,0,0,0
TA/TO,Check-Out,30/07/2016,19195,ESP,BB,Online TA,No Deposit,C,A,179,2,23,0,0,179,0,0,1,0,0,0
TA/TO,Check-Out,16/06/2016,15069,FRA,BB,Online TA,No Deposit,C,A,116,2,73,0,0,116,0,0,1,0,0,0
TA/TO,Check-Out,17/08/2016,17219,ISR,BB,Online TA,No Deposit,C,A,209,2,1,0,0,209,0,0,1,0,0,0
TA/TO,Check-Out,01/06/2016,13105,PRT,BB,Online TA,No Deposit,C,A,79,2,1,0,0,79,0,0,1,0,0,0
TA/TO,Check-Out,20/11/2016,19403,PRT,BB,Online TA,No Deposit,C,A,65,2,1,0,0,65,0,0,1,0,0,0
TA/TO,Check-Out,14/07/2017,11807,PRT,BB,Online TA,No Deposit,C,A,160,2,13,0,0,160,0,0,1,0,0,0
TA/TO,Check-Out,26/05/2017,15670,BRA,BB,Online TA,No Deposit,C,A,89,2,52,0,0,178,0,0,2,0,0,0
TA/TO,Check-Out,20/07/2017,7808,BRA,BB,Online TA,No Deposit,C,A,129.2,2,158,0,0,258.4,0,0,2,0,0,0
TA/TO,Check-Out,30/04/2016,3147,DEU,BB,Online TA,No Deposit,C,A,52.2,2,111,0,0,104.4,0,0,2,0,0,0
TA/TO,Check-Out,24/03/2016,6992,ESP,BB,Online TA,No Deposit,C,A,67,2,0,0,0,134,0,0,2,0,0,0
TA/TO,Check-Out,01/01/2017,5493,GBR,BB,Online TA,No Deposit,C,A,78.98,2,1,0,0,157.96,0,0,2,0,0,0
TA/TO,Check-Out,11/09/2016,7274,PRT,BB,Online TA,No Deposit,C,A,171,2,3,0,0,342,0,0,2,0,0,0
TA/TO,Check-Out,24/03/2016,12971,PRT,BB,Online TA,No Deposit,C,A,54,2,5,0,0,108,0,0,2,0,0,0
TA/TO,Check-Out,23/06/2017,15716,SWE,BB,Online TA,No Deposit,C,A,115,2,143,0,0,230,0,0,2,0,0,0
TA/TO,Check-Out,13/09/2015,15923,BEL,BB,Online TA,No Deposit,C,A,108,2,31,0,0,324,0,0,3,0,0,0
TA/TO,Check-Out,05/06/2016,11182,IRL,BB,Online TA,No Deposit,C,A,80,2,111,0,0,240,0,0,3,0,0,0
TA/TO,Check-Out,14/05/2017,3757,DEU,BB,Online TA,No Deposit,C,A,85,2,90,0,0,425,0,0,5,0,0,0
TA/TO,Check-Out,26/06/2016,11199,DNK,BB,Online TA,No Deposit,C,A,64.8,2,294,0,0,324,0,0,5,0,0,0
TA/TO,Check-Out,18/09/2016,19274,ITA,BB,Online TA,No Deposit,C,A,89.4,2,251,0,0,447,0,0,5,0,0,0
TA/TO,Check-Out,11/10/2015,12732,POL,BB,Online TA,No Deposit,C,A,67,2,1,0,0,335,0,0,5,0,0,0
TA/TO,Check-Out,07/09/2015,18706,DEU,BB,Online TA,No Deposit,C,A,0,2,0,0,0,0,0,1,0,0,0,0
TA/TO,Check-Out,21/06/2016,17131,DNK,BB,Online TA,No Deposit,C,A,99,2,13,0,0,99,0,1,0,0,0,0
TA/TO,Check-Out,20/09/2016,19277,ESP,BB,Online TA,No Deposit,C,A,101,2,5,0,0,101,0,1,0,0,0,0
TA/TO,Check-Out,21/06/2016,3241,ESP,BB,Online TA,No Deposit,C,A,99,2,13,0,0,99,0,1,0,0,0,0
TA/TO,Check-Out,10/04/2017,13613,PRT,BB,Online TA,No Deposit,C,A,85,2,20,0,0,85,0,1,0,0,0,0
TA/TO,Check-Out,26/09/2016,9349,ESP,BB,Online TA,No Deposit,C,A,97.5,2,7,0,0,195,0,1,1,0,0,0
TA/TO,Check-Out,15/02/2016,18918,PRT,BB,Online TA,No Deposit,C,A,61.5,2,2,0,0,123,0,1,1,0,0,0
TA/TO,Check-Out,13/07/2017,3853,ESP,BB,Online TA,No Deposit,C,A,120,2,149,0,0,360,0,1,2,0,0,0
TA/TO,Check-Out,12/06/2017,15696,FRA,BB,Online TA,No Deposit,C,A,136.67,2,41,0,0,410.01,0,1,2,0,0,0
TA/TO,Check-Out,21/11/2016,9469,GBR,BB,Online TA,No Deposit,C,A,40.4,2,15,0,0,121.2,0,1,2,0,0,0
TA/TO,Check-Out,03/04/2017,1777,GBR,BB,Online TA,No Deposit,C,A,56.47,2,19,0,0,169.41,0,1,2,0,0,0
TA/TO,Check-Out,20/03/2017,17575,GBR,BB,Online TA,No Deposit,C,A,60,2,25,0,0,180,0,1,2,0,0,0
TA/TO,Check-Out,14/09/2015,14667,PRT,BB,Online TA,No Deposit,C,A,106.06,2,0,0,0,318.18,0,1,2,0,0,0
TA/TO,Check-Out,28/03/2016,18995,PRT,BB,Online TA,No Deposit,C,A,92,2,4,0,0,276,0,1,2,0,0,0
TA/TO,Check-Out,13/06/2016,15063,PRT,BB,Online TA,No Deposit,C,A,88.67,2,116,0,0,266.01,0,1,2,0,0,0
TA/TO,Check-Out,06/06/2016,19123,IRL,BB,Online TA,No Deposit,C,A,89,2,108,0,0,356,0,1,3,0,0,0
TA/TO,Check-Out,08/10/2016,1490,BEL,BB,Online TA,No Deposit,C,A,79,2,60,0,0,395,0,1,4,0,0,0
TA/TO,Check-Out,04/06/2016,11180,FRA,BB,Online TA,No Deposit,C,A,95.6,2,63,0,0,478,0,1,4,0,0,0
TA/TO,Check-Out,06/06/2016,1286,IRL,BB,Online TA,No Deposit,C,A,72,2,197,0,0,360,0,1,4,0,0,0
TA/TO,Check-Out,27/12/2016,17433,BRA,BB,Online TA,No Deposit,C,A,60,2,44,0,0,120,0,2,0,0,0,0
TA/TO,Check-Out,08/11/2016,19373,LVA,BB,Online TA,No Deposit,C,A,43.2,2,17,0,0,129.6,0,2,1,0,0,0
TA/TO,Check-Out,11/05/2016,1239,PRT,BB,Online TA,No Deposit,C,A,79,2,3,0,0,237,0,2,1,0,0,0
TA/TO,Check-Out,28/06/2017,11775,PRT,BB,Online TA,No Deposit,C,A,100.8,2,6,0,0,302.4,0,2,1,0,0,0
TA/TO,Check-Out,10/05/2016,9115,PRT,BB,Online TA,No Deposit,C,A,65,2,36,0,0,195,0,2,1,0,0,0
TA/TO,Check-Out,01/09/2015,15900,PRT,BB,Online TA,No Deposit,C,A,103.18,2,47,0,0,309.54,0,2,1,0,0,0
TA/TO,Check-Out,10/05/2017,1829,SWE,BB,Online TA,No Deposit,C,A,65.33,2,3,0,0,195.99,0,2,1,0,0,0
TA/TO,Check-Out,15/09/2016,3367,BRA,BB,Online TA,No Deposit,C,A,119,2,189,0,0,476,0,2,2,0,0,0
TA/TO,Check-Out,10/11/2016,7374,FRA,BB,Online TA,No Deposit,C,A,37.8,2,66,0,0,151.2,0,2,2,0,0,0
TA/TO,Check-Out,27/10/2016,13342,GBR,BB,Online TA,No Deposit,C,A,42.43,2,63,0,0,169.72,0,2,2,0,0,0
TA/TO,Check-Out,29/03/2017,17592,IRL,BB,Online TA,No Deposit,C,A,30.24,2,226,0,0,120.96,0,2,2,0,0,0
TA/TO,Check-Out,01/11/2016,15291,NLD,BB,Online TA,No Deposit,C,A,48.95,2,123,0,0,195.8,0,2,2,0,0,0
TA/TO,Check-Out,14/07/2016,17164,DEU,BB,Online TA,No Deposit,C,A,94.6,2,204,0,0,473,0,2,3,0,0,0
TA/TO,Check-Out,09/10/2015,16730,IRL,BB,Online TA,No Deposit,C,A,50.4,2,69,0,0,252,0,2,3,0,0,0
TA/TO,Check-Out,26/05/2016,13091,IRL,BB,Online TA,No Deposit,C,A,58,2,101,0,0,290,0,2,3,0,0,0
TA/TO,Check-Out,11/11/2016,5409,IRL,BB,Online TA,No Deposit,C,A,37.8,2,198,0,0,189,0,2,3,0,0,0
TA/TO,Check-Out,07/04/2017,7607,GBR,BB,Online TA,No Deposit,C,A,43.2,2,56,0,0,259.2,0,2,4,0,0,0
TA/TO,Check-Out,07/04/2017,13605,GBR,BB,Online TA,No Deposit,C,A,45.2,2,56,0,0,271.2,0,2,4,0,0,0
TA/TO,Check-Out,29/12/2016,5486,GBR,BB,Online TA,No Deposit,C,A,39.8,2,191,0,0,238.8,0,2,4,0,0,0
TA/TO,Check-Out,24/05/2017,17707,IRL,BB,Online TA,No Deposit,C,A,72.67,2,11,0,0,436.02,0,2,4,0,0,0
TA/TO,Check-Out,29/12/2016,3538,IRL,BB,Online TA,No Deposit,C,A,39.8,2,191,0,0,238.8,0,2,4,0,0,0
TA/TO,Check-Out,15/06/2016,5166,BEL,BB,Online TA,No Deposit,C,A,106,2,107,0,0,742,0,2,5,0,0,0
TA/TO,Check-Out,05/06/2017,17731,GBR,BB,Online TA,No Deposit,C,A,74.63,2,105,0,0,522.41,0,2,5,0,0,0
TA/TO,Check-Out,30/12/2016,1627,GBR,BB,Online TA,No Deposit,C,A,37.8,2,191,0,0,264.6,0,2,5,0,0,0
TA/TO,Check-Out,09/06/2016,11185,IRL,BB,Online TA,No Deposit,C,A,55.44,2,133,0,0,388.08,0,2,5,0,0,0
TA/TO,Check-Out,01/04/2017,7597,IRL,BB,Online TA,No Deposit,C,A,42,2,139,0,0,294,0,2,5,0,0,0
TA/TO,Check-Out,16/01/2017,9555,IRL,BB,Online TA,No Deposit,C,A,37.8,2,160,0,0,264.6,0,2,5,0,0,0
TA/TO,Check-Out,11/10/2016,9381,IRL,BB,Online TA,No Deposit,C,A,65.86,2,162,0,0,461.02,0,2,5,0,0,0
TA/TO,Check-Out,04/10/2016,7301,ITA,BB,Online TA,No Deposit,C,A,88.14,2,172,0,0,616.98,0,2,5,0,0,0
TA/TO,Check-Out,06/11/2016,17354,IRL,BB,Online TA,No Deposit,C,A,44.28,2,111,0,0,442.8,0,2,8,0,0,0
